Production Name,Production Code,OverallScore,Quality,ValueForMoney,Fit,Style,HowDoesItFit
Hooded Parka with Stormwear™,T493701
Faux Suede Fringe Trim Waistcoat,T666252
Denim Tailored Fit Quilted Jacket,T581230,5,5,5,2,5,A bit small,"The perfect jacket ,please , please do this jacket in Plus sizes too. It would be great with Raglan sleeves too to give an alternative fit. The fabric is fabulous but had to return it as it is too tight in the sleeves and it stops at size 24.",Perfect jacket but .....,19 April 2016,55-64,West Yorkshire
Denim Tailored Fit Quilted Jacket,T581230,5,5,5,1,,True to size,"I bought size as I would buy a coat or jacket as ultimately I will wear it 'over' something. Beautiful jacket. A little square in design, but will be very versatile.",Excellent quality,16 April 2016,65+,Melbourne Australia
Hooded Neck Batwing Parka with Stormwear™,T493704
PETITE Textured Striped Open Front Jacket,T970707X
PETITE Belted Sleeveless Jacket,T972079X
The Ada Blazer,T697814J,4,4,4,4,,True to size,Everyone Should Have One. ,Staple Jacket for Summer,22 April 2016,55-64,"Harpenden, Herts."
The Ada Blazer,T697814J,5,4,4,4,5,True to size,"Loved the style , dark navy colour and fit. The sleeves were perfect for me but may be too short for some (check the model photo). Hope m &amp; s consider making this in wool.",just wbat i was looking for this summer,21 April 2016,65+,co.down
The Ada Blazer,T697814J,5,5,5,5,5,True to size,"Bought amazing blazer from Marks and Spencer years ago, been looking to replace it for a number of years. So pleased with design and fit. The lining of blazer is impressive can not fault this item. Finally the price is very reasonable. Happy customer!",Light weight summer blazer,21 April 2016,55-64,Harrogate
The Ada Blazer,T697814J,4,4,4,4,4,,"Love this blazer, I feel I will get lots of ware out of it",My new favourite Blazer,21 April 2016,55-64,Fife
The Ada Blazer,T697814J,2,1,1,2,2,A bit small,"I ordered this in my usual size and it was a bit on the small side. I felt that the weight and quality of the fabric was poor, especially compared to a similar original M&amp;S blazer that I purchased in the 90s. It was returned straight away &amp; I felt rather sad about it.",What a disappointment,19 April 2016,55-64,Oxford
The Ada Blazer,T697814J,5,,,,,True to size,I'm really thrilled with this look. I also bought the trousers. The fabric has some weight about it and I love the unstructured look of the jacket. I think it makes it look very modern and unfussy. The price point is brilliant and I look forward to wearing it a lot.,Great update,19 April 2016,55-64,"Leicestershire, UK"
The Ada Blazer,T697814J,5,5,5,5,5,True to size,"Personally I would have paid more for this jacket as it looks more expensive than priced. Perfect fit, a modern classic twist to a evergreen blazer, genius!!",A Versatile Classic,19 April 2016,55-64,Brighton
The Ada Blazer,T697814J,4,4,5,4,4,A bit big,"Wouldn't wear with a suit, would definitely wear with jeans and a shirt or jeans and a top. Lightweight and a good fit, slightly over sized, so I sized down as I'm petite anyway.",A great summer jacket,19 April 2016,25-34,"London, UK"
The Ada Blazer,T697814J,3,3,3,3,5,Big,Nice well cut blazer.,OK Blazer for the price,18 April 2016,35-44,Edinburgh
The Ada Blazer,T697814J,2,3,4,1,1,A bit big,"Rather lacklustre garment, echoes of rummaging in the wardrobe and coming upon a decades old forgotten jacket with faded brass buttons....","Disappointing, the sequel! (See trousers)",17 April 2016,55-64,"Stratford upon Avon, UK"
The Ada Blazer,T697814J,4,4,5,4,4,A bit big,Will dress up a pair of jeans for work and look good over a summer dress. I sized down.,Great Blazer,15 April 2016,45-54,Sussex
The Ada Blazer,T697814J,2,2,4,1,4,A bit big,I hoped this would be like a m and s blazer I had many years ago that was a quality timeless piece but sadly not. First of all it has 3/4 sleeves or very short long sleeves. The shape is boxy to the point of being shapeless. The quality is realistic for the price but I would have paid more for a classic summer wool blazer. I will be returning.,3/4 sleeves dissappointed,14 April 2016,45-54,doncaster
The Ada Blazer,T697814J,4,4,4,4,4,True to size,I have just purchased this blazer today from the Stratford Westfield store and am pleased with it. Its slightly unstructured with a looser fit than a traditional style blazer and I love the slightly shorter sleeves. For the price the quality is good and I will enjoy wearing this with my M&amp;S jeans and jeggings. As Alexa is so tiny I did wonder if this range would come up small but I am a size 14 with a large bust and the 14 in this blazer fitted perfectly.,Classic with a twist!,14 April 2016,45-54,"Essex, UK"
Faux Leather Jacket,T697810J
Abstract Print Hooded Parka,T493556
Daisy Hooded Parka,T493557
Long Sleeve Denim Jacket,T621408L,4,5,4,2,5,A bit small,"While the jacket fitted well.on the body the sleeves are a bit narrow, meaning I can only wear with a tee shirt underneath (and I don't have fat arms).",Denim jacket,17 April 2016,55-64,"Devon, UK"
Bomber Jacket,T697821J
4 Pockets Jacket with Stormwear™,T581222
Pure Linen Belted Kimono Coat,T581243
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Stunning colour, good fit and I like the fact that the fabric is slightly silky and slinky and not too thick and heavy. I'm sure I shall get good wear out of it.",Love this mac!,21 April 2016,65+,West London
Belted Mac with Stormwear™,T493298,5,4,5,4,5,,This mac feels very good quality and looks very smart.,Good value Spring/Autumn mac,21 April 2016,35-44,London
Belted Mac with Stormwear™,T493298,5,4,4,4,4,True to size,"This fits well and would go with jeans, trousers or skirts. Feels comfortable to wear, not tried it out in the rain yet. Am pleased with this purchase.",I like this,20 April 2016,55-64,UK
Belted Mac with Stormwear™,T493298,5,,,,,True to size,lovely color true to size great fabric,excellent outfit,20 April 2016,35-44,"Royal Leamington Spa, Warwickshire, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,,"Very stylish, nice cut &amp; flattering. Smart yet can be used for a more casual look.",Nice pale pink mac,19 April 2016,55-64,"Hertfordshire, UK"
Belted Mac with Stormwear™,T493298,5,5,5,4,5,A bit big,Well done M&amp;S this Mac is stylish doesn't cease and IS totally waterproof. I have bought similar coats in the past for similar price but they were not a patch on this one!,Fab Mac,19 April 2016,45-54,Oxford
Belted Mac with Stormwear™,T493298,4,5,5,4,5,A bit small,Lovely Mac decided to buy a larger size as noted some comments say tight on the chest and I found this to be right as larger size fit perfect.,Classic Mac,18 April 2016,55-64,Lancashire
Belted Mac with Stormwear™,T493298,5,4,5,5,5,True to size,Very pleased with my purchase. I bought the Jade mac and it is bright but gives me a lift when I wear it. It looks great over jeans or a dress. It is very good value for money. Well done M &amp; S.,Great mac for spring/summer,18 April 2016,55-64,"Powys, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Fantastic value for money and great choice of colour and the size fits perfectly. Ideal for mid season!,Purple Mac,17 April 2016,35-44,"London, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Just what I was looking for.,Roust my style!,16 April 2016,55-64,Wiltshire
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Perfect everyday rainmac, nice quality and fit, good material, nice length and style",Good everyday mac,16 April 2016,45-54,Middlesex
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Love this mac. Great colour, good fit.",Perfect blue mac!,15 April 2016,45-54,"Glasgow, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,4,,I ordered this in the pink but have also bought the beige as I liked it so much. Can be worn casual or dressed up.I thought it was a very good price.,Belted mac,13 April 2016,55-64,"Darlington, Darlington, Darlington, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Well fitted Mac, stylish design, fits true to size, slightly long in arm length, but I probably needed petite fitting, just turned up cuff &amp; perfect. Liked it so much I bought another one in a different colour.",Stylish belted mac,10 April 2016,55-64,"Peterborough, Peterborough, UK"
Belted Mac with Stormwear™,T493298,4,5,5,4,5,True to size,"I bought the Navy Mac, and have had lots of compliments on the style and colour.",Lots of compliments on the Navy Mac,10 April 2016,45-54,Cheshire
Belted Mac with Stormwear™,T493298,5,,,,,True to size,"I bought the pink coat, its a lovely light pink and a very good fit, good quality, can't wait for the warmer weather so i can wear it.",summer coat,09 April 2016,65+,"Edinburgh, Edinburgh, UK"
Belted Mac with Stormwear™,T493298,5,5,5,4,4,A bit big,"I bought this in Pebble, absolutely love it, have only been out in a shower but rain ran off like the proverbial duck's back. A little on the big size, but happy with that as it's comfortable.",Trench coat,06 April 2016,35-44,Beverley
Belted Mac with Stormwear™,T493298,5,5,5,5,5,,"Very pleased with this coat, lovely pastel colour which will be perfect for warmer weather - if it comes!",Lovely lightweight coat,05 April 2016,65+,"Paisley, Renfrewshire"
Belted Mac with Stormwear™,T493298,3,5,2,2,5,A bit small,Colour was very true to the picture just what I had been looking for.,Lovely colour,03 April 2016,55-64,West Sussex
Belted Mac with Stormwear™,T493298,2,2,2,1,2,A bit small,Very poor fit - made me look very frumpy. Returned.,Disappointed,03 April 2016,55-64,UK
Belted Mac with Stormwear™,T493298,5,,,,,True to size,"This trench coat is perfect in everyway. Fits perfectly, vent at the bottom at the back. Cloak effect with button also at the back. Cuffs with buttons. Pockets with buttons. Sits just above the knee. Tie belt. Really pleased with my new coat/Mac.",Brilliant Buy,02 April 2016,65+,Surrey
Belted Mac with Stormwear™,T493298,5,4,5,5,5,True to size,Exactly what I was looking for and the khaki coloured version is gorgeous for spring going in to Summer.,Great Mac,01 April 2016,35-44,"Nottingham, Nottingham, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,This was. Ought for my 90 year old trendy mother in law. She loves her Mac and it goes with the colours she wears. I am thinking of getting one too.,New favourite Mac,01 April 2016,65+,Milton Keynes
Belted Mac with Stormwear™,T493298,5,5,4,4,5,,"Could not be more delighted,just what my wife had in mind.",new light raincoat,31 March 2016,55-64,"Renfrewshire, UK"
Belted Mac with Stormwear™,T493298,4,4,4,4,4,True to size,My sister loves this. Fits very well and of good quality.,Sent as a gift,31 March 2016,35-44,UK
Belted Mac with Stormwear™,T493298,5,4,5,5,5,True to size,"great little mac, well worth the money.",great little mac,29 March 2016,55-64,lincolnshire
Belted Mac with Stormwear™,T493298,5,5,5,4,5,True to size,"With this raincoat as at 5'10&quot; I find a lot of them too short, fitted well in a size 16",Very pleased,29 March 2016,65+,West Sussex
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,A great fit and beautiful colour - I chose the cobalt blue. This can easily worn dressed up for work or dressed down for casual weekend attire. True to size (8) and length is spot on. A versatile wardrobe staple that I'll be getting lots of wear from.,Perfect choice for Spring/Summer,28 March 2016,45-54,"Lancashire, UK"
Belted Mac with Stormwear™,T493298,5,,,,,True to size,Excellent purchase as practical for everyday use being rain resistant and smart looking. Everything I was looking for at a reasonable price. Thanks M &amp; S.,Belted strongest Mac.,27 March 2016,55-64,York
Belted Mac with Stormwear™,T493298,5,4,4,4,5,True to size,The Mac is light to wear and the colour is bright .It is chic.Any age group could wear this Mac.,My favourite outdoor Mac.,25 March 2016,65+,"Lancashire, UK"
Belted Mac with Stormwear™,T493298,4,5,4,2,4,A bit small,"Wanted a light weight coat for showery days. Didn't want a bieing colour, which is why I loved this style of coat. Loads of lovely bright colours to choose from. Only disappointment is they didn't have a my size in 2 of the colours I would have choosen.",Super rain coat,25 March 2016,35-44,Towcester
Belted Mac with Stormwear™,T493298,3,3,3,2,3,A bit small,"A bit fussy epilets, belt and large buttons were too much for me. Still looking.",Dissapointed,24 March 2016,65+,Newcastle
Belted Mac with Stormwear™,T493298,4,4,4,4,4,True to size,"Ordered this coat in turquoise my favourite colour. It is a really nice coat, nice material. ordered a size 10 and it fits perfectly. Looking forward to wearing this in the better weather.",Love the colour of this coat,24 March 2016,45-54,renfrewshire
Belted Mac with Stormwear™,T493298,5,4,5,5,5,True to size,Excellent Mac which will be a very useful addition to my wardrobe. Looks good with both smart and casual outfits.,Love this stylish Mac,24 March 2016,55-64,"Torryburn, Dunfermline, Fife"
Belted Mac with Stormwear™,T493298,5,5,4,4,5,True to size,"The colour is perfect, fits a treat.Very stylish.I've had some very positive remarks. I love it.Great value for money.I first saw it in store then I ordered it online.Very happy indeed &amp; I hope to get many years wear out of it...from previous Mark,s &amp; Spencer's clothes that I have brought I'm confident I will.",The Mac I've always wanted,23 March 2016,55-64,"Hampshire, UK"
Belted Mac with Stormwear™,T493298,4,4,4,4,5,True to size,Attractive and good value. Only worn a few times so far but looks like it will stay looking good.,Neat mac,23 March 2016,65+,Staffordshire
Belted Mac with Stormwear™,T493298,5,4,3,5,,Small,I like the style but had to take it back and exchange for a bigger size as it was too tight in my usual size.,Great Mac for the spring but buy a bigger size,23 March 2016,55-64,"Staffordshire, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"I'd been looking everywhere for a reasonably-priced, stylish trench for a while before coming across this lovely one. After reading the excellent reviews and looking at the variety of colour choices (always a good sign of a popular item!), I went for the 'pebble' colour and I'm delighted with it. It's true to size, very comfortable and lightweight, and looks lovely either with the buttons and belt done up, or left open. Great dressed up or dressed down. Spot on!","Gorgeous, classic trench",23 March 2016,25-34,"Newcastle upon Tyne, Tyne and Wear, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Love this Mac especially the different colour choices.,Belted Mac with stormwear,23 March 2016,35-44,"NWest, England"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Perfect fit, plenty room without looking too big, so gives you a great silhouette, so complimentary. I love the green shade, goes with everything. Great quality, feels light on, so you hardly know you're wearing it. Feels comfortable on and perfect for our wet weather.",Fab coat!!,23 March 2016,55-64,Glasgow
Belted Mac with Stormwear™,T493298,4,4,5,5,5,True to size,I bought this in coral in the sale - a brilliant bargain! The colour is cheerful and the fit excellent. The fabric feels quite &quot;synthetic&quot; but this may be the shower proofing.,Bright rainy day,22 March 2016,55-64,"Cambridgeshire, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Loved the colour of this mac which is a brighter blue than shown on the picture. Good fit. Excellent value for money as I bought it with the 20% discount offer.,Blue mac,22 March 2016,55-64,"Manchester, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"I am please with the quality of material and quality was superb. Took advantage of the sale, irrisistable.",lovely and stylish trenchcoat,21 March 2016,35-44,"Huddersfield, West Yorkshire, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,I purchased the colbalt blue. Colour is true as is sizing. I ordered my normal size of 16 and it fitted perfectly. Not been out in rain yet but appears to be well made.,Lovely coat,21 March 2016,,"Chesterfield, Derbyshire, UK"
Belted Mac with Stormwear™,T493298,4,5,4,4,5,A bit small,"I bought the bright turquoise/jade colour and wow do I feel great when I wear it...I've received so many compliments even when I'm walking down the street! Beautiful, bright and a must-buy!",Head turner in jade!,20 March 2016,25-34,"Torquay, Torbay, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,A really lovely lightweight Spring trench just what we need for unpredictable weather .,My spring raincoat,19 March 2016,65+,Bristol
Belted Mac with Stormwear™,T493298,5,3,5,4,4,True to size,Lovely Mac and great value for money bought it in pebble and was so pleased with it bought another in navy and got 20% off which made it even better.,Mrs Macky,19 March 2016,65+,Midlands
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Lovely trench coat exactly what I wanted in terms of fit and colour even got the patent pink bag to match.,spring pink,19 March 2016,45-54,"West Yorkshire, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Exactly what I wanted. A versatile mac for smart or casual occasions.,My new mac,18 March 2016,55-64,North East England
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Look fabulous and trendy. I live it.,My coat,18 March 2016,35-44,Millhill
Belted Mac with Stormwear™,T493298,3,4,3,1,4,Small,"Size 14 I ordered in beige not on offer, so going back, my fault.",Just for Spring,18 March 2016,55-64,"Wombourne, South Staffs"
Belted Mac with Stormwear™,T493298,3,2,3,3,3,True to size,"Have returned as not quite as I had hoped from picture, material bit thin, fit not quite right for me.",Belted mac,18 March 2016,55-64,Sussex
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Love this coat and it is great value for money!! Good fit and true to size. I bought it to take me from spring to summer as a lightweight coat and it is perfect. Good range of colours to suit most tastes!! No hesitation in recommending this coat.,Good value and stylish,18 March 2016,65+,Fife Scotland
Belted Mac with Stormwear™,T493298,5,4,5,5,5,True to size,"Very pleased with this purchase. Looks good, fits well, is comfy and good value for money. Haven't worn it in the rain yet but I'm sure it will perform. Even the my husband commented on how smart it looked.",My smart new Mac,18 March 2016,55-64,London UK
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Lovely quality Mac. Very pleased with colour and fit.d,CLASSIC,17 March 2016,65+,Leeds
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Excellent fit for this Mac. Very lightweight, doesn't seem to crease. Been used in rainshowers - perfect. I picked the Pebble shade , fab it has black buttons so versatile goes with almost everything. Fantastic value.",Beautiful Belted Mac,17 March 2016,45-54,"York, UK"
Belted Mac with Stormwear™,T493298,5,4,4,4,5,A bit small,Love this mac rather snug fitting but love the details and colour. I know I will get plenty of wear with this coat.,New Pale Pink Mac,17 March 2016,65+,Yorkshire
Belted Mac with Stormwear™,T493298,5,4,5,5,5,,"Can be smart or casual, fits very nicely and the quality seems good. It is a mid weather coat.",Very nice coat,17 March 2016,25-34,East Sussex
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Ordered the coral one in the sale, fabulous colour and excellent value. Will be wearing this a lot!",My new Spring coat,17 March 2016,55-64,"Dorchester,UK"
Belted Mac with Stormwear™,T493298,4,,,,,A bit small,"Bought this today at a reduced price lovely colour light blue, very pleased with it.",Mac,15 March 2016,65+,Formby
Belted Mac with Stormwear™,T493298,3,3,3,3,3,True to size,This felt dowdy on me. I got it in navy so maybe a brighter colour would have felt better. Not for me so returned item.,Okay but not for me,15 March 2016,55-64,Hertfordshire
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"I absolutely love this raincoat that I purchased in cobalt blue. Everything about it is perfect, the colour, the fabric, the fit and the price as I got this when there was a 20% offer, just perfect!",My new raincoat,14 March 2016,55-64,
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,I bought this mac for a lady of 86. It was excellent for her as she is rather short and the type of mac style meant that it reached her knees rather than hampering at her ankles. It has a classic style but with a little something extra about it. Sturdy buttons that were large enough for her to be able to negotiate when doing it up. Belt was also easy as it is a tie belt rather than being fiddly with buckle.,Good value purchase all round,14 March 2016,55-64,Stansted airport UK
Belted Mac with Stormwear™,T493298,4,4,4,4,4,True to size,good value for money nice style,mac,14 March 2016,65+,Lincolnshire
Belted Mac with Stormwear™,T493298,3,2,2,3,4,A bit big,The fabric is very cheap the colour is lovely and rich.,Lovely colour,14 March 2016,55-64,Wilts
Belted Mac with Stormwear™,T493298,4,4,3,2,5,Small,"Bought this in the bright jade, as the colour really stood out and is very flattering and cheerful for Spring. It was the colour which sold it to me. The fit is quite small, particularly across the shoulders and chest, but I shall probably wear it open most of the time with the belt tied at the back, so this is not too much of a problem. Full of style,",Bright jacket,12 March 2016,55-64,Edinburgh
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Very pleased with this mac , nice material i chose the khaki and i love the colour,Nice style, trench coats never date, would recommend it..",delighted with this coat,12 March 2016,65+,shropshire
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Really happy with the size, quality and colour of this jacket. I bought it in a navy blue and am looking forward to wearing it over the coming months.",Perfect spring jacket,12 March 2016,25-34,"Worcester, Worcester, UK"
Belted Mac with Stormwear™,T493298,3,,,,,A bit small,Buy new Mac every year this fitting small,Summer coat,11 March 2016,45-54,Liverpool
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,Fantastic quality and fit. Already had the neutral one and was so pleased had to get the navy one.,my fabulous coat,11 March 2016,55-64,"Kent, UK"
Belted Mac with Stormwear™,T493298,3,3,3,5,2,True to size,Not so trendy as it looked on the web site. Unfortunately had to return it as it looked frumpy on me. Shame as it was a lovely colour!,Belted mac,10 March 2016,55-64,"Glasgow, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"I found the coat to be true to size, i am a 14. A good length, just above my knee, i am 5 ' 4&quot;. The fabric seems good quality. Have not worn it out in the rain yet so cannot comment on how water proof it is. Will wear this alot.",Stylish and smart mac,10 March 2016,45-54,"Surrey, UK"
Belted Mac with Stormwear™,T493298,5,5,5,3,5,A bit small,Lovely Mac well worth the money but cut very narrow on the chest would advice anyone to buy a size larger especially if you are larger chested,Belted mac,10 March 2016,55-64,"Blackfen, Sidcup, Sidcup, Greater London DA15, UK"
Belted Mac with Stormwear™,T493298,4,5,5,1,5,Very small,I used to be a perfect size 10 in M&amp;S but sadly no more. A re-size seems to have taken place.,Sizing,09 March 2016,45-54,"Manchester, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,This was a very quick purchase as Id been looking for a mac for ages. Love it!,Fab mac,09 March 2016,45-54,"Harrogate, North Yorkshire, UK"
Belted Mac with Stormwear™,T493298,5,5,5,4,5,A bit big,"I love it. I have bought in navy, the colour, the cut looks really nice. I am normally size 10 but had to buy size 8 as it is a bit big in size.",Beautiful and stylish mac,07 March 2016,25-34,UK
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,I looked for this style and colour last year and didn't find it. I saw it by chance in store and tried it on but hesitated. When the 24 hr offer appeared online l couldn't believe my luck and ordered it straight away. It is perfect in every way. Thank you M&amp;S.,A lucky chance,07 March 2016,65+,North Norfolk UK
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"I've been looking for a coat to wear in the spring but have actually been wearing it now with a light jumper under it. I've found the perfect coat, great fit, perfect length ( I'm 5'2) , I've worn it with a dress and also jeans/ trousers and it looks so classy. Pulled over jeans and a t shirt a wee scarf just showing at the neckline it looked a million dollars and that's how I felt. Had so many compliments I might even buy another colour. I got 20% off which made it a real bargain. Another good buy from M&amp;S.",Classy coat,06 March 2016,45-54,"Scotland, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"A super stylish fit. Outstanding value. Love everything about this mac colour, fit and quality. I know I will get loads of wear out of it and it will not go out of fashion. Well done m&amp;s.",A stylish mac,05 March 2016,55-64,"Stoke-on-Trent, Stoke-on-Trent, UK"
Belted Mac with Stormwear™,T493298,4,4,4,3,4,A bit small,After two attempts I have finally got the colour right for me. Looking forward to being able to wear it in the not so cold weather.,Trench mac,05 March 2016,65+,West Midlands
Belted Mac with Stormwear™,T493298,4,4,5,5,4,True to size,"This is a very smart looking, good fitting raincoat, I bought the black because I felt it was more versatile, but loved the cobalt blue as well and might buy one! Very good fit and value for money, looks more expensive than it is. Very pleased.",A very smart useful raincoat,04 March 2016,55-64,"Essex, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,This is an amazing coat.The quality rivals that of designer ,Fantastic,03 March 2016,65+,Dundee
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Great Mac, very good value for money and perfect for spring. Very happy with my purchase.",Great Mac,03 March 2016,45-54,Inverness
Belted Mac with Stormwear™,T493298,4,4,4,4,4,True to size,Just purchased this mack but haven't worn it yet it is a lovely colour and I Look forward to wearing it,Colourful,03 March 2016,65+,Worcestershire
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Fab coat for work as although I need to dress smart, I spend a fair bit of time on the road with appointments and needed a smart water proof jacket, especially living in south Wales. I wore foe the first time yesterday and it not only kept out the rain, hail and some snow but was really comfortable and I did still feel presentable by the end of the day. I have been looking for something like this for a while now and this Mac was a fraction of the price compared to others of similar quality. I would definitely recommend!",Rain Mac,03 March 2016,35-44,"Wales, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,"Lovely fit, very well made for the price, colour makes the coat look more expensive than it was",Excellent value item,02 March 2016,55-64,"Hertfordshire, UK"
Belted Mac with Stormwear™,T493298,4,4,5,5,4,True to size,This is a nice mac for the price but unfortunately it just didn't look right on me. I felt it didn't accentuate the waist as well as I'd have liked so I returned it to the store.,Nice for the price,02 March 2016,35-44,"River Mersey, United Kingdom"
Belted Mac with Stormwear™,T493298,2,4,4,1,4,A bit small,"I loved the colour of this coat (mid blue) and almost kept it on that alone but sadly the fit was very poor. The shaping was almost non-existent which for someone like me (with a waist and hips) just didn't work. Worn undone, the coat was lovely, but once buttoned and belted, it looked awful. Might work for someone lucky enough not to be pear-shaped. Has been taken back :(","Lovely colour, shame about the fit",02 March 2016,55-64,Kent
Belted Mac with Stormwear™,T493298,3,,,,,A bit small,"I bought this in Coral, size 8 this week thinking it was the same as the Poppy one I bought in September. I bought the Poppy one in a 10 and its really a bit too big so I bought the 8 in Coral. Now, the 8 is more true to size &amp; doesn't really fit. I tried the 10 on in Coral in the shop today &amp; that is definitely smaller than the 10 I bought in September. The Coral one also has shoulder pads - which I didn't expect as the Poppy one doesn't have them. This makes it very difficult to shop online without buying more than one size of everything, Ultimately, if buying the product now, I'd say it's definitely more true to size.",M&amp;S sizing makes it difficult to shop online,29 February 2016,25-34,Milton Keynes
Belted Mac with Stormwear™,T493298,5,,,,,True to size,"Saw this in store and ordered in my size for next delay delivery. SO glad I did, I love it, it is true to size, a nice length and I love that it is single breasted.",Love it,29 February 2016,45-54,"Cambridge, UK"
Belted Mac with Stormwear™,T493298,5,5,5,5,5,True to size,I had the black version of this a couple of years ago and I've loved it and it washed really well. I've bought this lighter coloured one for spring and I'm pleased with it so far,Belted mac,28 February 2016,45-54,Milnrow
Belted Mac with Stormwear™,T493298,5,5,5,4,5,True to size,"Needed a new Mac and navy makes a change from black, lovely colour and smart and comfortable.",Just right,28 February 2016,55-64,Hastings
